代码,转债名称,现价,涨跌幅,正股名称,正股价,转股溢价率,债券评级,债底溢价率,到期时间,到期税前收益,剩余年限,剩余规模(亿元),双低,回售收益,回售触发价,基金持仓,强赎触发价,成交额(万元),换手率,操作,期权价值,正股PB,正股波动率,正股涨跌,纯债价值,资产负债率,转债占比,转股价,转股价值
113678,中贝转债,142.700,0.64%,中贝通信R,23.42,27.65%,A+,-,29-10-19,-4.00%,4.15年,5.110,170.35,增强,14.67,会员,27.24,10326.62,14.08%,,增强,4.94,会员,0.52%,会员,会员,5.00%,20.95*,111.79
127104,姚记转债!,177.101,0.60%,姚记科技,27.85,27.69%,A+,-,30-01-24,-8.46%,4.42年,5.827,204.79,增强,14.06,会员,26.10,7603.97,7.36%,,增强,3.19,会员,0.91%,会员,会员,6.20%,20.08,138.70
118003,华兴转债,142.089,0.02%,华兴源创R,29.14,27.71%,AA,-,27-11-29,-9.68%,2.26年,7.109,169.80,增强,18.33,会员,34.05,5308.32,5.21%,,增强,3.84,会员,-0.44%,会员,会员,5.50%,26.19**,111.26
110084,贵燃转债,128.888,-0.12%,贵州燃气R,7.18,27.81%,AA,-,27-12-27,-5.45%,2.34年,9.151,156.70,增强,4.98,会员,9.26,5063.79,4.28%,,增强,2.57,会员,0.14%,会员,会员,11.10%,7.12*,100.84
127099,盛航转债,136.544,-0.11%,盛航股份,16.53,27.87%,AA-,-,29-12-06,-2.99%,4.29年,4.541,164.41,增强,10.84,会员,20.12,2301.73,3.70%,,增强,1.47,会员,-0.42%,会员,会员,17.20%,15.48*,106.78
123155,中陆转债,137.713,3.40%,中环海陆R,34.16,28.03%,A+,-,28-08-12,-4.80%,2.97年,3.600,165.74,增强,22.23,会员,41.29,11972.34,24.45%,,增强,3.93,会员,9.21%,会员,会员,11.20%,31.76,107.56
123091,长海转债,135.741,-1.07%,长海股份,16.33,28.35%,AA,-,26-12-23,-13.17%,1.33年,5.497,164.09,增强,10.81,会员,20.07,5689.99,7.57%,,增强,1.41,会员,-2.22%,会员,会员,13.70%,15.44,105.76
127061,美锦转债,116.200,-0.32%,美锦能源R,4.76,28.41%,A+,-,28-04-20,1.92%,2.65年,27.891,144.61,增强,3.68,会员,6.84,21531.82,6.60%,,增强,1.52,会员,1.06%,会员,会员,13.30%,5.26*,90.49
113043,财通转债,140.450,-0.52%,财通证券R,8.84,28.53%,AAA,-,26-12-10,-18.64%,1.29年,37.992,168.98,增强,-,会员,10.52,23585.09,4.39%,,增强,1.12,会员,0.34%,会员,会员,9.30%,8.09*,109.27
113691,和邦转债,126.806,0.72%,和邦生物R,1.97,28.74%,AA,-,30-10-28,-1.89%,5.18年,45.995,155.55,增强,1.40,会员,2.60,18497.49,3.15%,,增强,0.94,会员,3.14%,会员,会员,26.40%,2.00,98.50
128101,联创转债,136.099,-0.37%,联创电子R,11.80,28.83%,AA-,-,26-03-16,-34.48%,0.56年,2.984,164.93,增强,7.82,会员,14.52,4370.22,10.73%,,增强,5.72,会员,-0.17%,会员,会员,2.40%,11.17**,105.64
111003,聚合转债,142.301,-0.25%,聚合顺,12.51,29.33%,AA-,-,28-03-07,-6.94%,2.53年,2.036,171.63,增强,7.96,会员,14.78,2729.51,9.40%,,增强,2.01,会员,-0.40%,会员,会员,5.20%,11.37*,110.03
113692,保隆转债,140.000,-0.62%,保隆科技R,42.95,29.40%,AA,-,30-10-31,-4.01%,5.19年,13.899,169.40,增强,27.79,会员,51.61,10210.97,5.18%,,增强,2.70,会员,-0.51%,会员,会员,15.10%,39.70,108.19
113683,伟24转债,143.200,0.21%,伟明环保R,19.37,29.75%,AA,-,30-03-28,-4.83%,4.59年,2.847,172.95,增强,12.29,会员,22.82,1591.71,3.91%,,增强,2.36,会员,-0.26%,会员,会员,0.90%,17.55,110.37
127109,电化转债,178.300,1.02%,湘潭电化R,13.87,29.83%,AA,-,31-06-16,-7.41%,5.81年,4.870,208.13,增强,7.07,会员,13.13,10874.53,12.52%,,增强,2.87,会员,1.24%,会员,会员,5.60%,10.10,137.33
113070,渝水转债,127.626,0.23%,重庆水务R,4.76,30.04%,AAA,-,31-01-09,-2.51%,5.38年,18.998,157.67,增强,3.40,会员,6.31,7467.81,3.07%,,增强,1.32,会员,0.21%,会员,会员,8.30%,4.85,98.14
111013,新港转债,136.505,-0.34%,新中港,9.09,30.20%,AA-,-,29-03-08,-3.72%,3.54年,3.681,166.71,增强,6.07,会员,11.27,6301.28,12.50%,,增强,2.73,会员,-0.98%,会员,会员,10.10%,8.67,104.84
127018,本钢转债,123.617,0.37%,本钢板材R,3.75,30.21%,AAA,-,26-06-29,-4.43%,0.84年,56.310,153.83,增强,2.77,会员,5.14,18270.14,2.62%,,增强,1.39,会员,0.54%,会员,会员,40.50%,3.95,94.94
127054,双箭转债,130.969,-0.46%,双箭股份,7.09,30.42%,AA,-,28-02-11,-5.12%,2.47年,5.136,161.39,增强,4.94,会员,9.18,2537.11,3.75%,,增强,1.33,会员,-0.70%,会员,会员,22.50%,7.06,100.42
127049,希望转2,124.193,0.03%,新希望R,10.07,30.61%,AAA,-,27-11-02,-5.56%,2.19年,81.435,154.80,增强,7.41,会员,13.77,17010.35,1.67%,,增强,1.76,会员,0.80%,会员,会员,18.00%,10.59*,95.09
113694,清源转债,138.151,0.69%,清源股份R,13.57,30.92%,A+,-,31-04-07,-2.67%,5.62年,5.000,169.07,增强,9.00,会员,16.72,3592.97,5.21%,,增强,2.84,会员,0.15%,会员,会员,13.50%,12.86,105.52
113593,沪工转债,132.748,1.66%,上海沪工,21.38,30.94%,A,-,26-07-20,-14.83%,0.90年,3.996,163.69,增强,14.76,会员,27.42,26385.83,49.68%,,增强,5.52,会员,4.55%,会员,会员,5.90%,21.09,101.38
110075,南航转债,127.424,0.34%,南方航空R,6.00,31.04%,AAA,-,26-10-15,-13.68%,1.14年,58.960,158.46,增强,4.32,会员,8.02,18107.16,2.40%,,增强,3.20,会员,2.04%,会员,会员,7.80%,6.17,97.24
110098,南药转债,136.489,0.97%,南京医药,5.33,31.11%,AA+,-,30-12-25,-3.61%,5.34年,10.814,167.60,增强,3.58,会员,6.66,3172.86,2.15%,,增强,0.99,会员,-0.37%,会员,会员,15.80%,5.12,104.10
113066,平煤转债,144.115,2.40%,平煤股份R,8.25,31.36%,AAA,-,29-03-16,-7.28%,3.56年,14.276,175.48,增强,5.26,会员,9.78,11190.95,5.50%,,增强,0.76,会员,1.98%,会员,会员,7.00%,7.52*,109.71
113563,柳药转债,116.160,0.22%,柳药集团R,18.73,31.36%,AA,-,26-01-16,-17.93%,0.40年,8.019,147.52,增强,14.83,会员,27.53,6474.59,6.91%,,增强,0.94,会员,0.54%,会员,会员,10.80%,21.18,88.43
127075,百川转2,125.099,0.99%,百川股份R,7.17,31.38%,A+,-,28-10-19,-1.26%,3.15年,9.668,156.48,增强,5.27,会员,9.79,11569.63,9.54%,,增强,2.10,会员,1.85%,会员,会员,26.00%,7.53**,95.22
118036,力合转债,136.108,0.27%,力合微R,24.79,31.39%,AA-,-,29-06-28,-3.43%,3.84年,3.800,167.50,增强,16.75,会员,31.11,6852.01,13.18%,,增强,3.35,会员,-0.84%,会员,会员,10.50%,23.93*,103.59
110081,闻泰转债,126.612,0.47%,闻泰科技R,42.00,31.44%,AA-,-,27-07-28,-7.21%,1.92年,85.974,158.05,增强,30.52,会员,56.68,27314.19,2.49%,,增强,1.51,会员,3.52%,会员,会员,16.40%,43.60*,96.33
113045,环旭转债,135.280,0.20%,环旭电子R,19.14,31.47%,AA+,-,27-03-04,-12.95%,1.52年,34.497,166.75,增强,13.02,会员,24.18,17757.39,3.77%,,增强,2.31,会员,0.90%,会员,会员,8.20%,18.60,102.90
113661,福22转债,130.675,0.06%,福斯特R,14.64,31.57%,AA,-,28-11-22,-4.26%,3.25年,30.299,162.25,增强,10.32,会员,19.16,14298.28,3.61%,,增强,2.28,会员,0.62%,会员,会员,7.90%,14.74*,99.32
123131,奥飞转债!,307.664,7.36%,奥飞数据R,23.51,31.65%,A+,-,27-12-03,-34.57%,2.27年,3.163,339.31,增强,7.04,会员,13.08,159794.04,160.66%,,增强,6.70,会员,3.11%,会员,会员,1.40%,10.06,233.70
128129,青农转债,116.930,0.00%,青农商行R,3.54,32.12%,AAA,-,26-08-25,-7.66%,1.00年,49.997,149.05,增强,-,会员,5.20,16319.52,2.77%,,增强,0.48,会员,0.57%,会员,会员,28.60%,4.00*,88.50
128128,齐翔转2,127.702,0.47%,齐翔腾达R,5.19,32.13%,AA,-,26-08-20,-14.09%,0.99年,6.794,159.83,增强,3.76,会员,6.98,7707.03,8.87%,,增强,1.26,会员,1.17%,会员,会员,4.80%,5.37,96.65
118038,金宏转债,133.424,-0.70%,金宏气体R,19.15,32.17%,AA-,-,29-07-17,-2.88%,3.90年,10.159,165.59,增强,13.28,会员,24.66,4500.49,3.31%,,增强,2.97,会员,-1.49%,会员,会员,11.00%,18.97*,100.95
118035,国力转债,142.600,-1.21%,国力股份R,67.42,32.28%,A+,-,29-06-12,-4.66%,3.80年,4.800,174.88,增强,43.78,会员,81.30,3895.09,5.63%,,增强,5.59,会员,0.42%,会员,会员,7.50%,62.54,107.80
123088,威唐转债,137.289,-0.84%,威唐工业,15.53,32.52%,A+,-,26-12-15,-11.47%,1.31年,3.004,169.81,增强,10.49,会员,19.49,4177.89,10.10%,,增强,2.40,会员,-1.40%,会员,会员,13.50%,14.99*,103.60
127050,麒麟转债!,132.400,-0.68%,森麒麟R,19.64,32.53%,AA,-,27-11-11,-6.92%,2.21年,20.861,164.93,增强,13.76,会员,25.56,4772.21,1.71%,,增强,1.47,会员,0.10%,会员,会员,14.90%,19.66*,99.90
113666,爱玛转债,130.066,-0.59%,爱玛科技R,37.25,32.96%,AA,-,29-02-23,-3.69%,3.50年,19.994,163.03,增强,26.66,会员,49.50,11548.25,4.42%,,增强,3.35,会员,-1.82%,会员,会员,6.30%,38.08,97.82
118037,上声转债,134.390,0.85%,上声电子R,29.40,33.06%,A+,-,29-07-06,-3.89%,3.87年,4.679,167.45,增强,20.38,会员,37.84,7149.19,11.37%,,增强,2.94,会员,-0.24%,会员,会员,9.80%,29.11*,101.00
123194,百洋转债,132.485,0.47%,百洋医药R,25.25,33.06%,AA-,-,29-04-14,-3.31%,3.64年,8.459,165.55,增强,17.75,会员,32.97,7019.79,6.25%,,增强,5.41,会员,1.57%,会员,会员,6.40%,25.36,99.57
123185,能辉转债,130.685,0.76%,能辉科技R,21.72,33.27%,A+,-,29-03-31,-3.22%,3.60年,3.479,163.96,增强,15.51,会员,28.80,6862.53,15.03%,,增强,3.85,会员,2.40%,会员,会员,14.20%,22.15***,98.06
113605,大参转债,128.965,-0.45%,大参林R,17.11,33.34%,AA,-,26-10-22,-11.77%,1.16年,14.046,162.31,增强,12.38,会员,23.00,3829.19,2.10%,,增强,2.64,会员,-1.04%,会员,会员,7.20%,17.69*,96.72
128142,新乳转债,135.930,0.64%,新乳业R,18.27,33.55%,AA,-,26-12-18,-13.98%,1.31年,7.179,169.48,增强,12.57,会员,23.34,4462.24,4.57%,,增强,4.80,会员,1.84%,会员,会员,4.60%,17.95,101.78
123168,惠云转债,132.731,-0.25%,惠云钛业R,10.66,33.72%,AA-,-,28-11-23,-3.20%,3.25年,4.899,166.45,增强,7.52,会员,13.96,5877.75,9.00%,,增强,3.15,会员,-1.39%,会员,会员,13.80%,10.74,99.26
127069,小熊转债,132.539,0.62%,小熊电器R,51.75,33.72%,AA-,-,28-08-12,-3.60%,2.97年,5.041,166.26,增强,36.55,会员,67.87,4722.26,7.05%,,增强,2.76,会员,1.00%,会员,会员,6.40%,52.21,99.12
123133,佩蒂转债,132.814,0.97%,佩蒂股份,17.44,33.80%,AA-,-,27-12-22,-4.87%,2.33年,7.198,166.61,增强,12.30,会员,22.84,4187.36,4.37%,,增强,2.20,会员,4.06%,会员,会员,25.50%,17.57*,99.26
113053,隆22转债,128.456,-0.25%,隆基绿能R,16.76,34.13%,AAA,-,28-01-05,-6.52%,2.36年,69.951,162.59,增强,12.25,会员,22.75,20449.69,2.26%,,增强,2.14,会员,1.45%,会员,会员,5.50%,17.50*,95.77
110064,建工转债,121.458,0.43%,重庆建工,3.68,34.33%,AA+,-,25-12-20,-21.91%,0.32年,12.644,155.79,增强,2.85,会员,5.29,3700.80,2.40%,,增强,0.89,会员,1.10%,会员,会员,18.10%,4.07**,90.42
113618,美诺转债,143.180,-2.03%,美诺华R,27.28,34.78%,AA-,-,27-01-14,-16.50%,1.39年,4.764,177.96,增强,17.98,会员,33.38,10661.69,15.42%,,增强,2.68,会员,0.55%,会员,会员,8.10%,25.68,106.23
123121,帝尔转债,136.149,0.26%,帝尔激光R,73.99,35.43%,AA-,-,27-08-05,-7.38%,1.95年,8.297,171.58,增强,51.52,会员,95.68,6534.28,5.76%,,增强,5.48,会员,0.41%,会员,会员,6.70%,73.60,100.53
113639,华正转债,143.711,-1.53%,华正新材,40.83,35.55%,AA+,-,28-01-24,-10.20%,2.42年,5.699,179.26,增强,26.96,会员,50.06,14357.99,17.33%,,增强,3.88,会员,-0.85%,会员,会员,9.80%,38.51,106.02
127016,鲁泰转债,117.375,0.45%,鲁泰AR,7.31,36.32%,AA+,-,26-04-09,-8.77%,0.62年,13.998,153.70,增强,5.94,会员,11.04,6053.92,3.67%,,增强,0.62,会员,0.14%,会员,会员,32.50%,8.49,86.10
123183,海顺转债,129.786,0.22%,海顺新材,16.64,36.34%,AA-,-,29-03-23,-2.33%,3.58年,6.329,166.13,增强,12.24,会员,22.72,5359.43,6.51%,,增强,1.83,会员,-0.06%,会员,会员,30.40%,17.48,95.19
113051,节能转债,125.826,0.18%,节能风电R,3.11,36.35%,AA+,-,27-06-21,-6.33%,1.82年,29.985,162.18,增强,2.36,会员,4.38,7738.25,2.04%,,增强,1.12,会员,0.65%,会员,会员,16.20%,3.37,92.28
118056,路维转债,181.000,0.49%,路维光电R,43.39,36.41%,AA-,-,31-06-10,-7.47%,5.79年,6.150,217.41,增强,22.89,会员,42.51,11869.53,10.69%,,增强,5.49,会员,-0.48%,会员,会员,7.30%,32.70,132.69
127110,广核转债,142.000,1.62%,中国广核R,3.81,36.79%,AAA,-,31-07-08,-4.28%,5.87年,49.000,178.79,增强,2.57,会员,4.77,21828.67,3.13%,,增强,1.57,会员,2.97%,会员,会员,3.30%,3.67,103.81
123182,广联转债,130.580,1.04%,广联航空R,21.80,36.80%,A+,-,29-03-22,-2.32%,3.58年,6.996,167.38,增强,15.99,会员,29.69,7494.98,8.18%,,增强,4.76,会员,4.01%,会员,会员,14.20%,22.84,95.45
118009,华锐转债,138.000,0.33%,华锐精密R,65.22,37.10%,A+,-,28-06-24,-5.68%,2.83年,3.998,175.10,增强,45.35,会员,84.23,3944.77,7.15%,,增强,4.13,会员,-1.03%,会员,会员,7.00%,64.79,100.66
118055,伟测转债,174.449,-0.85%,伟测科技R,79.68,37.23%,AA,-,31-04-07,-7.44%,5.62年,11.750,211.68,增强,43.88,会员,81.48,41805.91,20.29%,,增强,4.37,会员,-1.17%,会员,会员,14.30%,62.68,127.12
123254,亿纬转债,134.700,1.89%,亿纬锂能R,49.87,37.45%,AA+,-,31-03-24,-2.60%,5.58年,50.000,172.15,增强,35.62,会员,66.16,31381.93,4.64%,,增强,2.63,会员,2.82%,会员,会员,5.40%,50.89,98.00
118054,安集转债,170.000,-0.90%,安集科技R,159.13,37.52%,AA-,-,31-04-07,-6.06%,5.62年,8.300,207.52,增强,90.11,会员,167.35,15374.47,10.86%,,增强,9.35,会员,-2.06%,会员,会员,3.10%,128.73,123.62
118057,甬矽转债,198.000,1.42%,甬矽电子R,40.79,37.81%,A+,-,31-06-25,-8.61%,5.84年,11.650,235.81,增强,19.87,会员,36.91,68955.88,29.64%,,增强,6.50,会员,1.97%,会员,会员,10.20%,28.39,143.68
118025,奕瑞转债,134.458,-0.43%,奕瑞科技R,112.43,38.13%,AA,-,28-10-24,-5.15%,3.17年,14.217,172.59,增强,80.85,会员,150.15,13192.34,6.88%,,增强,4.64,会员,0.65%,会员,会员,6.30%,115.50*,97.34
111021,奥锐转债,132.591,0.30%,奥锐特,23.89,38.42%,AA-,-,30-07-26,-2.09%,4.92年,8.121,171.01,增强,17.46,会员,32.42,4199.12,3.89%,,增强,3.98,会员,-0.38%,会员,会员,8.60%,24.94,95.79
113623,凤21转债,128.220,0.10%,新凤鸣R,14.61,38.48%,AA,-,27-04-08,-7.18%,1.62年,24.999,166.70,增强,11.05,会员,20.51,25168.45,7.82%,,增强,1.29,会员,0.14%,会员,会员,11.30%,15.78,92.59
127024,盈峰转债,130.068,-2.06%,盈峰环境R,7.20,38.56%,AA+,-,26-11-04,-12.07%,1.20年,14.760,168.63,增强,5.37,会员,9.97,9449.78,4.87%,,增强,1.30,会员,-4.26%,会员,会员,6.50%,7.67,93.87
123210,信服转债,153.031,2.83%,深信服R,122.21,38.88%,AA,-,29-07-27,-7.75%,3.92年,12.146,191.91,增强,77.64,会员,144.18,38163.42,20.54%,,增强,5.72,会员,1.97%,会员,会员,3.60%,110.91,110.19
123224,宇邦转债,134.259,0.45%,宇邦新材R,35.57,39.06%,A+,-,29-09-19,-2.75%,4.07年,2.848,173.32,增强,25.79,会员,47.89,5088.58,13.33%,,增强,2.11,会员,-0.25%,会员,会员,7.70%,36.84*,96.55
113674,华设转债,136.479,0.49%,华设集团R,8.29,39.11%,AA,-,29-07-21,-4.08%,3.91年,3.999,175.59,增强,5.92,会员,10.99,2624.13,4.80%,,增强,1.08,会员,-0.36%,会员,会员,7.10%,8.45,98.11
110073,国投转债,128.571,-0.39%,国投资本R,8.70,39.21%,AAA,-,26-07-24,-18.45%,0.91年,79.992,167.78,增强,-,会员,12.25,31494.33,3.05%,,增强,0.99,会员,1.99%,会员,会员,14.40%,9.42,92.36
123253,永贵转债,143.144,-0.73%,永贵电器R,18.73,39.33%,AA-,-,31-03-12,-3.50%,5.55年,9.800,182.47,增强,12.76,会员,23.70,3471.44,2.46%,,增强,2.91,会员,-1.47%,会员,会员,20.00%,18.23,102.74
123126,瑞丰转债,133.579,0.22%,瑞丰高材,11.15,39.45%,A,-,27-09-10,-2.73%,2.04年,3.399,173.03,增强,8.15,会员,15.13,2324.39,5.11%,,增强,2.45,会员,-0.89%,会员,会员,15.70%,11.64*,95.79
113675,新23转债,134.705,-0.79%,新泉股份R,48.95,39.66%,AA-,-,29-08-11,-3.03%,3.96年,11.599,174.37,增强,35.53,会员,65.98,6462.92,4.09%,,增强,4.08,会员,-0.61%,会员,会员,4.90%,50.75,96.45
110089,兴发转债,132.997,2.16%,兴发集团R,27.02,39.79%,AA+,-,28-09-22,-4.91%,3.08年,27.997,172.79,增强,19.88,会员,36.92,19908.61,5.36%,,增强,1.36,会员,4.40%,会员,会员,9.40%,28.40*,95.14
127027,能化转债,122.651,0.33%,甘肃能化R,2.57,39.84%,AAA,-,26-12-10,-7.01%,1.29年,19.464,162.49,增强,2.05,会员,3.81,7425.76,3.10%,,增强,0.81,会员,1.18%,会员,会员,20.30%,2.93,87.71
123176,精测转2,140.956,-0.49%,精测电子R,65.12,40.07%,AA-,-,29-03-02,-5.49%,3.52年,12.755,181.03,增强,45.30,会员,84.12,9834.21,5.42%,,增强,4.80,会员,0.03%,会员,会员,9.70%,64.71,100.63
113037,紫银转债,115.439,-0.10%,紫金银行R,3.00,40.45%,AA+,-,26-07-23,-5.20%,0.91年,44.995,155.89,增强,-,会员,4.75,8609.11,1.65%,,增强,0.55,会员,0.67%,会员,会员,42.20%,3.65*,82.19
123252,银邦转债,131.535,-0.35%,银邦股份R,11.71,40.51%,AA-,-,31-01-06,-2.06%,5.37年,7.849,172.05,增强,8.76,会员,16.26,3628.06,3.49%,,增强,5.63,会员,-0.26%,会员,会员,9.40%,12.51,93.61
111004,明新转债,130.749,-0.85%,明新旭腾,22.69,40.67%,AA-,-,28-03-30,-3.63%,2.60年,6.729,171.42,增强,17.09,会员,31.73,8050.85,9.12%,,增强,2.20,会员,-2.95%,会员,会员,18.30%,24.41,92.95
127102,浙建转债,128.201,0.08%,浙江建投R,9.93,40.85%,AA+,-,29-12-25,-3.06%,4.34年,9.951,169.05,增强,7.64,会员,14.18,3788.70,2.95%,,增强,1.25,会员,0.30%,会员,会员,9.30%,10.91,91.02
113584,家悦转债,124.399,0.98%,家家悦R,11.12,41.07%,AA,-,26-06-05,-14.93%,0.78年,6.449,165.47,增强,8.83,会员,16.39,2334.18,2.91%,,增强,2.82,会员,1.18%,会员,会员,9.10%,12.61*,88.18
113067,燃23转债,128.623,-0.50%,深圳燃气R,6.74,41.22%,AAA,-,29-07-27,-3.79%,3.92年,29.999,169.84,增强,5.18,会员,9.62,5882.93,1.51%,,增强,1.23,会员,0.30%,会员,会员,15.50%,7.40,91.08
113647,禾丰转债,123.923,-0.80%,禾丰股份R,8.85,41.29%,AA,-,28-04-22,-2.72%,2.66年,14.670,165.21,增强,7.06,会员,13.12,10331.40,5.63%,,增强,1.18,会员,-0.67%,会员,会员,18.20%,10.09,87.71
113643,风语转债,133.317,0.80%,风语筑R,11.13,41.59%,AA-,-,28-03-25,-4.53%,2.58年,4.998,174.91,增强,8.27,会员,15.37,3269.54,4.90%,,增强,2.93,会员,1.46%,会员,会员,7.50%,11.82*,94.16
123214,东宝转债,127.301,-0.39%,东宝生物,5.96,41.62%,A+,-,29-07-31,-2.05%,3.93年,4.550,168.92,增强,4.64,会员,8.62,2917.70,5.00%,,增强,2.07,会员,-0.33%,会员,会员,12.90%,6.63,89.89
118040,宏微转债,142.626,0.82%,宏微科技R,28.71,41.63%,A,-,29-07-25,-4.33%,3.92年,4.300,184.26,增强,19.96,会员,37.06,5249.63,8.51%,,增强,5.77,会员,0.70%,会员,会员,7.00%,28.51*,100.70
111002,特纸转债,128.043,-0.22%,五洲特纸,12.30,41.89%,AA,-,27-12-08,-4.56%,2.29年,6.619,169.93,增强,9.54,会员,17.72,2061.81,2.42%,,增强,1.66,会员,0.00%,会员,会员,13.40%,13.63*,90.24
123257,安克转债,185.259,-3.06%,安克创新R,144.83,42.34%,AA+,-,31-06-16,-8.33%,5.81年,11.048,227.60,增强,77.90,会员,144.66,13475.29,6.50%,,增强,8.21,会员,-0.59%,会员,会员,2.50%,111.28,130.15
113610,灵康转债,137.650,4.08%,灵康药业,6.26,42.92%,A-,-,26-12-01,-11.93%,1.27年,2.530,180.57,增强,4.55,会员,8.45,19414.04,55.79%,,增强,6.01,会员,10.02%,会员,会员,5.60%,6.50**,96.31
123192,科思转债,129.512,-0.14%,科思股份R,15.69,43.55%,AA-,-,29-04-13,-2.23%,3.64年,7.187,173.06,增强,12.17,会员,22.61,3173.83,3.39%,,增强,2.64,会员,-0.19%,会员,会员,10.00%,17.39,90.22
127066,科利转债,133.475,1.51%,科达利R,137.89,43.94%,AA,-,28-07-08,-5.63%,2.87年,15.342,177.42,增强,104.09,会员,193.31,15547.05,7.58%,,增强,3.12,会员,4.10%,会员,会员,5.70%,148.70,92.73
127064,杭氧转债,132.539,-0.05%,杭氧股份R,23.96,44.21%,AA+,-,28-05-19,-6.29%,2.73年,11.366,176.75,增强,18.25,会员,33.89,5429.46,3.58%,,增强,2.47,会员,0.42%,会员,会员,4.90%,26.07*,91.91
123256,恒帅转债,209.900,-0.05%,恒帅股份R,90.94,44.37%,A+,-,31-05-28,-9.51%,5.76年,3.276,254.27,增强,43.79,会员,81.32,2474.42,3.60%,,增强,7.59,会员,-0.97%,会员,会员,3.70%,62.55,145.39
118052,浩瀚转债,145.218,-0.29%,浩瀚深度R,24.39,44.44%,A+,-,31-03-12,-3.44%,5.55年,3.540,189.66,增强,16.98,会员,31.54,6712.06,12.93%,,增强,3.61,会员,-1.57%,会员,会员,14.40%,24.26,100.54
123150,九强转债,127.880,0.09%,九强生物R,14.99,44.86%,AA-,-,28-06-30,-4.08%,2.85年,11.210,172.74,增强,11.89,会员,22.07,2781.42,1.93%,,增强,2.08,会员,0.40%,会员,会员,17.60%,16.98,88.28
113696,伯25转债,149.068,0.07%,伯特利R,53.94,44.87%,AA,-,31-06-30,-4.60%,5.85年,28.020,193.94,增强,36.69,会员,68.15,17505.14,4.16%,,增强,4.79,会员,0.56%,会员,会员,8.60%,52.42,102.90
113693,志邦转债,130.522,0.95%,志邦家居,10.33,45.56%,AA,-,31-03-17,-2.35%,5.56年,6.700,176.08,增强,8.06,会员,14.98,3224.12,3.69%,,增强,1.27,会员,1.47%,会员,会员,14.90%,11.52,89.67
118053,正帆转债,147.000,-2.66%,正帆科技R,38.92,45.56%,AA,-,31-03-17,-4.22%,5.56年,10.410,192.56,增强,26.98,会员,50.10,18848.18,12.07%,,增强,3.06,会员,-1.47%,会员,会员,9.10%,38.54,100.99
127059,永东转2,126.459,-0.11%,永东股份,7.23,45.87%,AA-,-,28-04-08,-2.49%,2.62年,3.791,172.33,增强,5.84,会员,10.84,2466.26,5.12%,,增强,1.15,会员,-0.14%,会员,会员,21.60%,8.34,86.69
123064,万孚转债,127.011,0.09%,万孚生物R,23.11,46.19%,AA,-,26-09-01,-11.93%,1.02年,5.977,173.20,增强,18.62,会员,34.58,5557.39,7.30%,,增强,2.00,会员,0.00%,会员,会员,6.00%,26.60**,86.88
113634,珀莱转债,134.476,0.31%,珀莱雅R,88.51,46.20%,AA,-,27-12-08,-5.55%,2.29年,7.507,180.68,增强,67.36,会员,125.10,2967.21,2.94%,,增强,6.04,会员,0.28%,会员,会员,2.10%,96.23,91.98
123255,鼎龙转债,162.482,-0.07%,鼎龙股份R,31.62,46.86%,AA,-,31-04-01,-6.11%,5.60年,9.100,209.34,增强,20.01,会员,37.15,25358.71,17.22%,,增强,6.23,会员,-2.74%,会员,会员,3.90%,28.58,110.64
123172,漱玉转债,125.759,-0.05%,漱玉平民R,12.79,47.00%,AA-,-,28-12-15,-2.08%,3.31年,7.998,172.76,增强,10.47,会员,19.44,4650.70,4.59%,,增强,2.50,会员,-0.31%,会员,会员,25.70%,14.95*,85.55
123196,正元转02,133.450,-0.41%,正元智慧,19.88,47.21%,A+,-,29-04-18,-3.16%,3.65年,3.502,180.66,增强,15.35,会员,28.51,7204.40,15.32%,,增强,2.62,会员,0.40%,会员,会员,12.60%,21.93*,90.65
123114,三角转债,129.559,0.31%,三角防务R,27.61,47.29%,AA-,-,27-05-25,-5.51%,1.75年,9.003,176.85,增强,21.97,会员,40.81,5253.17,4.49%,,增强,2.57,会员,0.99%,会员,会员,6.10%,31.39,87.96
123171,共同转债,127.047,0.09%,共同药业R,23.31,47.82%,A,-,28-11-28,-1.67%,3.26年,3.799,174.87,增强,18.98,会员,35.26,5560.47,11.50%,,增强,2.91,会员,1.13%,会员,会员,21.30%,27.12,85.95
127031,洋丰转债,129.747,0.39%,新洋丰R,15.00,47.83%,AA,-,27-03-25,-8.05%,1.58年,9.999,177.58,增强,11.96,会员,22.22,5329.51,4.11%,,增强,1.68,会员,0.81%,会员,会员,5.80%,17.09*,87.77
118011,银微转债,128.000,-0.48%,银河微电R,27.09,47.89%,A+,-,28-07-04,-2.50%,2.86年,4.997,175.89,增强,21.91,会员,40.69,4475.25,6.96%,,增强,2.63,会员,-1.53%,会员,会员,14.30%,31.30,86.55
113648,巨星转债,126.200,-0.01%,巨星农牧R,21.35,48.02%,AA-,-,28-04-25,-3.89%,2.67年,8.997,174.22,增强,17.53,会员,32.55,10511.93,9.22%,,增强,3.20,会员,0.95%,会员,会员,8.30%,25.04,85.26
127103,东南转债,117.314,0.63%,东南网架R,4.43,48.29%,AA,-,30-01-03,-0.91%,4.36年,19.999,165.60,增强,3.92,会员,7.28,9974.54,4.25%,,增强,0.76,会员,0.45%,会员,会员,43.20%,5.60,79.11
